timestamp,value,anomalyScore,label
45,0.0,-0.1228982549900105,1
46,0.0,-0.0963338188469367,1
47,0.0,-0.10621787602483856,1
48,0.0,-0.08758173599826935,1
49,0.0,-0.09705436520109834,1
1,0.0,0.1362254044501165,0
2,0.0,0.13608902575020354,0
3,0.0,0.12102335303228773,0
4,0.0,0.11020515094009359,0
5,0.0,0.12882640088554048,0
6,0.0,0.15749076628854286,0
7,0.0,0.13929585121543842,0
8,0.0,0.1555300673259476,0
9,0.0,0.11820960520864443,0
10,0.0,0.14956880725505883,0
11,0.0,0.1333260096683227,0
12,0.0,0.13237741010872273,0
13,0.0,0.19984570670954815,0
14,0.0,0.17094389267744553,0
15,0.0,0.16489287338900172,0
16,0.0,0.16597148657477212,0
17,0.0,0.18543836246409434,0
18,0.0,0.1342188559374708,0
19,0.0,0.18003513521994824,0
20,0.0,0.1948334786110002,0
21,0.0,0.17543132765958314,0
22,0.0,0.17475521081928308,0
23,0.0,0.17296411621163554,0
24,0.0,0.19079325859345797,0
25,0.0,0.18395169255925597,0
26,0.0,0.16245286978720747,0
27,0.0,0.14678519089013142,0
28,0.0,0.18851513461256414,0
29,0.0,0.1750085983341162,0
30,0.0,0.1612778379850745,0
31,0.0,0.17649809318090676,0
32,0.0,0.19558195992634636,0
33,0.0,0.16153574369834206,0
34,0.0,0.16572298005962188,0
35,0.0,0.19713241551209243,0
36,0.0,0.16174639701155707,0
37,0.0,0.18757878472824102,0
38,0.0,0.16264409283440934,0
39,0.0,0.16360533740017308,0
40,0.0,0.1616261286603346,0
41,0.0,0.1544242605582407,0
42,0.0,0.1828141755631736,0
43,0.0,0.16749229553317185,0
44,0.0,0.1697187090457427,0
45,0.0,0.16047597875068037,0
46,0.0,0.17735773361910462,0
47,0.0,0.18411866943123711,0
48,0.0,0.1803814087780612,0
49,0.0,0.1718817097206385,0
50,0.0,0.17303609025833294,0
51,0.0,0.16709786610599897,0
52,0.0,0.1917148295232436,0
53,0.0,0.17911151449058504,0
54,0.0,0.19669945957359286,0
55,0.0,0.1495863192771436,0
56,0.0,0.16831197677607102,0
57,0.0,0.15510644002514024,0
58,0.0,0.14517364613649136,0
59,0.0,0.17685288844277292,0
60,0.0,0.17609777703526175,0
61,0.0,0.17153261576893347,0
62,0.0,0.13642591263192438,0
63,0.0,0.1376634043556515,0
64,0.0,0.13601020671641956,0
65,0.0,0.149738423008956,0
66,0.0,0.16399797199314803,0
67,0.0,0.18648400675119503,0
68,0.0,0.13906814625028946,0
69,0.0,0.15905757183734243,0
70,0.0,0.19892977912222776,0
71,0.0,0.18670686210403686,0
72,0.0,0.12164166886533528,0
73,0.0,0.1492243051559552,0
74,0.0,0.16311741211072622,0
75,0.0,0.17648517077009523,0
76,0.0,0.12968373788159038,0
77,0.0,0.17737489496601827,0
78,0.0,0.17513186059242852,0
79,0.0,0.16643556684082383,0
80,0.0,0.17721715284934492,0
81,0.0,0.143616557000056,0
82,0.0,0.16611012466534275,0
83,0.0,0.18654774797772172,0
84,0.0,0.18028194878546588,0
85,0.0,0.19972575959052102,0
86,0.0,0.12387772786768375,0
87,0.0,0.14449959282361652,0
88,0.0,0.15750301038437853,0
89,0.0,0.1751880022405316,0
90,0.0,0.14609476975994717,0
91,0.0,0.1561636313090387,0
92,0.0,0.14987855481208634,0
93,0.0,0.15654329752932794,0
94,0.0,0.1733916841671992,0
95,0.0,0.17461729910446688,0
96,0.0,0.1693354030420708,0
97,0.0,0.18440203398160648,0
98,0.0,0.164784597255359,0
99,0.0,0.15899943826953472,0
100,0.0,0.16793087155660574,0
101,0.0,0.14255187488105808,0
102,0.0,0.15643438007128774,0
103,0.0,0.16737811199504699,0
104,0.0,0.16285801530816252,0
105,0.0,0.1490218769847949,0
106,0.0,0.1363149740933311,0
107,0.0,0.16245004456676432,0
108,0.0,0.19468132913375963,0
109,0.0,0.1888090938583541,0
110,0.0,0.1535437932489746,0
111,0.0,0.15067121969531783,0
112,0.0,0.1331311801552661,0
113,0.0,-0.02624432215831496,1
114,0.0,-0.006168743982405189,1
115,0.0,-0.04925079510491115,1
116,0.0,-0.048313319702047886,1
117,0.0,-0.0011055053022018813,1
118,0.0,-0.011404727791831104,1
119,0.0,-0.014847955124487666,1
120,0.0,0.062237056338234564,0
121,0.0,0.0020829800302507584,0
122,0.0,0.013778013336924078,0
123,0.0,-0.003841205475473064,1
124,0.0,0.008782176184150559,0
125,0.0,0.01160957403003815,0
126,0.0,0.02364249769098603,0
1,0.0,0.15088549783644173,0
2,0.0,0.16325913646858692,0
3,0.0,0.1250684483838459,0
4,0.0,0.16167291842048404,0
5,0.0,0.1420706898776905,0
6,0.0,0.1320365187800554,0
7,0.0,0.1389242727043994,0
8,0.0,0.1645597476384565,0
9,0.0,0.12302935830447459,0
10,0.0,0.14718676558326732,0
11,0.0,0.17792915447409646,0
12,0.0,0.15203592549435685,0
13,0.0,0.16179486076359434,0
14,0.0,0.16367019912539343,0
15,0.0,0.17067029234616243,0
16,0.0,0.15581877141648204,0
17,0.0,0.17285709720440934,0
18,0.0,0.1681586213981564,0
19,0.0,0.1984299717971717,0
20,0.0,0.1837185411716316,0
21,0.0,0.1806467320524452,0
22,0.0,0.19151970675534968,0
23,0.0,0.1552493594671111,0
24,0.0,0.16436086694676294,0
25,0.0,0.11337936529298859,0
26,0.0,0.15812067665331386,0
27,0.0,0.15282477281507933,0
28,0.0,0.17457237271416143,0
29,0.0,0.16258953734159676,0
30,0.0,0.19527390293938063,0
31,0.0,0.16603436296256568,0
32,0.0,0.18053844046655915,0
33,0.0,0.16669020840018806,0
34,0.0,0.18240685883132807,0
35,0.0,0.20954240864442775,0
36,0.0,0.1549831188983804,0
37,0.0,0.1819430445523154,0
38,0.0,0.16108737667042017,0
39,0.0,0.13481608184823207,0
40,0.0,0.1492251849992584,0
41,0.0,0.1632692639490229,0
42,0.0,0.18409074313403878,0
43,0.0,0.16925596924676078,0
44,0.0,0.18571284483171685,0
45,0.0,0.1705733696843324,0
46,0.0,0.1796672143502253,0
47,0.0,0.15894222246042067,0
48,0.0,0.17024528402402045,0
49,0.0,0.18267292694847903,0
50,0.0,0.18895262355543352,0
51,0.0,0.14084823538899638,0
52,0.0,0.18084570141941086,0
53,0.0,0.16972236901945248,0
54,0.0,0.17836227205790017,0
55,0.0,0.18642438842490272,0
56,0.0,0.1775930359981019,0
57,0.0,0.16954234187494116,0
58,0.0,0.1728623118987037,0
59,0.0,0.17648867337793084,0
60,0.0,0.18143734651178123,0
61,0.0,0.12900370714796122,0
62,0.0,0.17034079301372518,0
63,0.0,0.1773476469344411,0
64,0.0,0.13530304822016387,0
65,0.0,0.16534273307273945,0
66,0.0,0.18408347310486733,0
67,0.0,0.16825129181455178,0
68,0.0,0.15121573120433512,0
69,0.0,0.16329241008688,0
70,0.0,0.1827299216724868,0
71,0.0,0.1837456802487108,0
72,0.0,0.18058589615371562,0
73,0.0,0.1799586631353246,0
74,0.0,0.16629553679825898,0
75,0.0,0.17437706368171935,0
76,0.0,0.16333215420336233,0
77,0.0,0.176162480943016,0
78,0.0,0.17122124791830817,0
79,0.0,0.16349813740165192,0
80,0.0,0.187340452168676,0
81,0.0,0.1476375603006454,0
82,0.0,0.1914225498417682,0
83,0.0,0.1684471664145153,0
84,0.0,0.17789216802507585,0
85,0.0,0.1682279146582178,0
86,0.0,0.18953760848738993,0
87,0.0,0.1565537985775401,0
88,0.0,0.18956270949973814,0
89,0.0,0.18230792227521536,0
90,0.0,0.17132141650556504,0
91,0.0,0.1553993245177135,0
92,0.0,0.1643456037139157,0
93,0.0,0.1641625733400836,0
94,0.0,0.13221136173641668,0
95,0.0,-0.08675331568513556,1
96,0.0,-0.05128137640788322,1
97,0.0,-0.05192331367098779,1
98,0.0,-0.06903838495850656,1
99,0.0,-0.0476884098184549,1
100,0.0,-0.056923088730365,1
101,0.0,-0.002344906849995887,1
102,0.0,-0.08263670242801935,1
103,0.0,-0.04229663005013151,1
104,0.0,-0.06276515255727133,1
105,0.0,-0.023874627656860103,1
106,0.0,-0.02063503848992765,1
1,0.0,0.14992428854790935,0
2,0.0,0.14070671297786563,0
3,0.0,0.14777528135944057,0
4,0.0,0.16002931388536212,0
5,0.0,0.16042407852604706,0
6,0.0,0.1373413962429042,0
7,0.0,0.1512203374561687,0
8,0.0,0.144560453545525,0
9,0.0,0.1482058954960751,0
10,0.0,0.16023791159456025,0
11,0.0,0.127542278788409,0
12,0.0,0.1529503866938941,0
13,0.0,0.1586932499213532,0
14,0.0,0.19125647644226196,0
15,0.0,0.1919783560193014,0
16,0.0,0.1883602134843937,0
17,0.0,0.17422390037676755,0
18,0.0,0.19043397080228225,0
19,0.0,0.17446609590900125,0
20,0.0,0.19321597520610223,0
21,0.0,0.1524500305493095,0
22,0.0,0.20214306540639143,0
23,0.0,0.18643150543812814,0
24,0.0,0.18634819031572075,0
25,0.0,0.18752171499882442,0
26,0.0,0.17124492211479225,0
27,0.0,0.1696631836238437,0
28,0.0,0.14396398911260982,0
29,0.0,0.16831412851449384,0
30,0.0,0.18173635692783152,0
31,0.0,0.16924667087746526,0
32,0.0,0.18037868702414217,0
33,0.0,0.16469514460826307,0
34,0.0,0.17695118818990802,0
35,0.0,0.16699627543804435,0
36,0.0,0.15269844666616622,0
37,0.0,0.19345302735225128,0
38,0.0,0.16471948281322168,0
39,0.0,0.1857458309694956,0
40,0.0,0.17556906249167992,0
41,0.0,0.17374665054354893,0
42,0.0,0.16649792539464653,0
43,0.0,0.15831930569353264,0
44,0.0,0.20294079559400635,0
45,0.0,0.11340352241013252,0
46,0.0,0.17703955802059884,0
47,0.0,0.20025804442471795,0
48,0.0,0.17738298963086835,0
49,0.0,0.18686564409963974,0
50,0.0,0.16365025487885443,0
51,0.0,0.19655655102008052,0
52,0.0,0.19125918222525518,0
53,0.0,0.19556017163192185,0
54,0.0,0.18014528941625435,0
55,0.0,0.1445808338180844,0
56,0.0,0.18898388979897834,0
57,0.0,0.17467761981785213,0
58,0.0,0.20111354477295917,0
59,0.0,0.13140846244906013,0
60,0.0,0.16778124698908364,0
61,0.0,0.14524448259849304,0
62,0.0,0.17844296371636637,0
63,0.0,0.14180501302925785,0
64,0.0,0.1948023816166642,0
65,0.0,0.1814386018906613,0
66,0.0,0.17260787165682095,0
67,0.0,0.18647147995737812,0
68,0.0,0.1712355650271158,0
69,0.0,0.18700826808398824,0
70,0.0,0.15388414329392486,0
71,0.0,0.1419040233703195,0
72,0.0,0.18625625627296905,0
73,0.0,0.1580922953709048,0
74,0.0,0.18109351390246298,0
75,0.0,0.1970494576904515,0
76,0.0,0.17443482309198494,0
77,0.0,0.13997179326486014,0
78,0.0,0.16233600434194417,0
79,0.0,0.17086827979295893,0
80,0.0,0.14895446768104648,0
81,0.0,0.1540354419131787,0
82,0.0,0.19519870722499988,0
83,0.0,0.18940750675337115,0
84,0.0,0.14779724864286248,0
85,0.0,0.17442807591532133,0
86,0.0,0.13655703731241464,0
87,0.0,0.15767097205956,0
88,0.0,-0.047861654696634504,1
89,0.0,-0.05960691827122089,1
90,0.0,-0.06528449872728193,1
91,0.0,-0.0820205839674304,1
92,0.0,-0.07015591974142144,1
93,0.0,-0.05246920280540479,1
94,0.0,-0.06360217129829804,1
95,0.0,-0.060013283392689964,1
96,0.0,-0.06553115667352283,1
97,0.0,-0.04844812630470541,1
98,0.0,-0.07479384216927332,1
1,0.0,0.1472990621713376,0
2,0.0,0.06955249140971737,0
3,0.0,0.13835305425353855,0
4,0.0,0.14928725609198557,0
5,0.0,0.12067469682647247,0
6,0.0,0.11881798294818025,0
7,0.0,0.14952801110846237,0
8,0.0,0.1492749471101193,0
9,0.0,0.11726808626034807,0
10,0.0,0.13913558643011503,0
11,0.0,0.16463922206357523,0
12,0.0,0.18914292489412088,0
13,0.0,0.15559890920839398,0
14,0.0,0.18025304859627211,0
15,0.0,0.18397713976354518,0
16,0.0,0.17546747696226733,0
17,0.0,0.16308467264783805,0
18,0.0,0.15740274945964094,0
19,0.0,0.16439666330102853,0
20,0.0,0.170172530774225,0
21,0.0,0.1821671102398832,0
22,0.0,0.18618425055147736,0
23,0.0,0.17298222808686287,0
24,0.0,0.20456988538104187,0
25,0.0,0.13727701520731184,0
26,0.0,0.16641129368391155,0
27,0.0,0.16500157331066356,0
28,0.0,0.18064984799034617,0
29,0.0,0.17500125305598596,0
30,0.0,0.12566745693968118,0
31,0.0,0.17708382128876193,0
32,0.0,0.1527946807715766,0
33,0.0,0.1931449218540386,0
34,0.0,0.17324320275504101,0
35,0.0,0.18787616079522562,0
36,0.0,0.1772097111436498,0
37,0.0,0.1299423858495098,0
38,0.0,0.1605921373044173,0
39,0.0,0.1696619341682719,0
40,0.0,0.17037076093050074,0
41,0.0,0.16672397834976393,0
42,0.0,0.1885256589394157,0
43,0.0,0.1551246231066689,0
44,0.0,0.20246315490983824,0
45,0.0,0.1594981071870769,0
46,0.0,0.19326176172407455,0
47,0.0,0.19433991272677748,0
48,0.0,0.17125841526275742,0
49,0.0,0.16887689435815179,0
50,0.0,0.20662133469349886,0
51,0.0,0.1589909247857897,0
52,0.0,0.15485858240529782,0
53,0.0,0.195149153842337,0
54,0.0,0.18185278351938977,0
55,0.0,0.17610477716534917,0
56,0.0,0.16667133074805734,0
57,0.0,0.19067450092831767,0
58,0.0,0.12256137791332478,0
59,0.0,0.1815534525970433,0
60,0.0,0.1737340957422342,0
61,0.0,0.1430904119453718,0
62,0.0,0.0703504346663324,0
63,0.0,0.186470476987596,0
64,0.0,0.1811622438880473,0
65,0.0,0.17600607703372456,0
66,0.0,0.18833048743626057,0
67,0.0,0.19344847595549497,0
68,0.0,0.1486088878554091,0
69,0.0,0.14935999606187822,0
70,0.0,0.1788627678301371,0
71,0.0,0.1732302220943402,0
72,0.0,0.15673923144433327,0
73,0.0,0.1707263688536429,0
74,0.0,0.1894170303198538,0
75,0.0,0.17785193276794592,0
76,0.0,0.17938908916526752,0
77,0.0,0.178875939230128,0
78,0.0,0.1756107655418252,0
79,0.0,0.19182791056230947,0
80,0.0,0.15796458727150525,0
81,0.0,0.1668481967587569,0
82,0.0,0.18969618231317537,0
83,0.0,0.17209638914269892,0
84,0.0,0.17270473604298736,0
85,0.0,0.19081014405207425,0
86,0.0,0.16383800249437697,0
87,0.0,0.17767535654764632,0
88,0.0,0.1728278766151497,0
89,0.0,0.1885350056416169,0
90,0.0,0.1755777185640333,0
91,0.0,0.19451350496077063,0
92,0.0,0.17857312564264188,0
93,0.0,0.16693104108472456,0
94,0.0,-0.10952149809774148,1
95,0.0,-0.0682810453702608,1
96,0.0,-0.040319736016508956,1
97,0.0,-0.11626622341925852,1
98,0.0,-0.08190181846029787,1
99,0.0,-0.10529805105554202,1
100,0.0,-0.05790882316454271,1
101,0.0,-0.0585986312648884,1
102,0.0,-0.05407820085939907,1
103,0.0,-0.10946092062778656,1
104,0.0,-0.10926610235002776,1
105,0.0,-0.09003178503901321,1
1,0.0,0.13779172478334367,0
2,0.0,0.12023143672484565,0
3,0.0,0.08295570290469739,0
4,0.0,0.1007293989121078,0
5,0.0,0.0503096134650568,0
6,0.0,0.11475998406001375,0
7,0.0,0.09685825524148839,0
8,0.0,0.1567942196359604,0
9,0.0,0.1373173826155663,0
10,0.0,0.1415834446951345,0
11,0.0,0.1371610110408934,0
12,0.0,0.10036065555786267,0
13,0.0,0.1514159582371229,0
14,0.0,0.1218286775005602,0
15,0.0,0.10788420561335399,0
16,0.0,0.14176908939118427,0
17,0.0,0.13826617886324616,0
18,0.0,0.05332664453436675,0
19,0.0,0.11432221672311715,0
20,0.0,-0.05669181632355125,1
21,0.0,0.07166556715086514,0
22,0.0,0.04782598135260463,0
23,0.0,0.10648522406744165,0
24,0.0,0.16319516021209113,0
25,0.0,0.10869769405192914,0
26,0.0,0.06656121555036953,0
27,0.0,0.05580751955442498,0
28,0.0,0.1294404841004273,0
29,0.0,0.14527809396554048,0
30,0.0,0.09530207488430636,0
31,0.0,0.10474530809548965,0
32,0.0,0.06202847383868948,0
33,0.0,0.07875509661518698,0
34,0.0,0.11044260571701314,0
35,0.0,0.13607464259257024,0
36,0.0,0.001157243812486497,0
37,0.0,0.1568703274813517,0
38,0.0,0.12314742064032058,0
39,0.0,0.12670896306767387,0
40,0.0,0.1385954250046822,0
41,0.0,0.16956515697994512,0
42,0.0,0.1486876792340826,0
43,0.0,0.13049661934414314,0
44,0.0,0.14712964405879891,0
45,0.0,0.14893568862996714,0
46,0.0,0.10806702240826471,0
47,0.0,0.1717647566470833,0
48,0.0,0.13084836593736915,0
49,0.0,0.12939877365382219,0
50,0.0,0.1291998788720795,0
51,0.0,0.07239961764495717,0
52,0.0,0.09583912261121336,0
53,0.0,0.11311183780875073,0
54,0.0,0.08859631209896784,0
55,0.0,0.08240431423778433,0
56,0.0,0.15518744325119505,0
57,0.0,0.11154309298670606,0
58,0.0,0.10651885186412258,0
59,0.0,0.1377409708058966,0
60,0.0,0.14175338944543003,0
61,0.0,0.10446553036397938,0
62,0.0,0.11806485931351363,0
63,0.0,0.12151208260601731,0
64,0.0,0.10909536933198544,0
65,0.0,0.09220887224880081,0
66,0.0,0.09439339085796955,0
67,0.0,0.09563267856695934,0
68,0.0,0.1255164362590071,0
69,0.0,0.1372938875397518,0
70,0.0,0.0672129829414928,0
71,0.0,0.13090594366862857,0
72,0.0,0.09833322132884059,0
73,0.0,0.1751552360682866,0
74,0.0,0.1471002062292524,0
75,0.0,0.1273541078651148,0
76,0.0,0.09879550342535554,0
77,0.0,0.14788557751570208,0
78,0.0,0.10745002134019804,0
79,0.0,0.12337284588559205,0
80,0.0,0.14643482801564245,0
81,0.0,0.13819443217310756,0
82,0.0,0.13908926629182533,0
83,0.0,0.1603491226008903,0
84,0.0,0.15363394078118808,0
85,0.0,0.092843215737546,0
86,0.0,0.09118879533191926,0
87,0.0,0.15097029174463816,0
88,0.0,0.127844168301895,0
89,0.0,0.1307535917340274,0
90,0.0,0.12602021472308483,0
91,0.0,0.11183535138019401,0
92,0.0,0.1276937470921729,0
93,0.0,0.15497470950698283,0
94,0.0,0.12944287153707856,0
95,0.0,0.11579509268111621,0
96,0.0,-0.01717187343846327,1
97,0.0,0.17801502264474045,0
98,0.0,0.14262160080322656,0
99,0.0,0.14866690644664082,0
100,0.0,0.13488354022263271,0
101,0.0,0.15232388335600466,0
102,0.0,0.1269978445599137,0
103,0.0,0.1532291755710874,0
104,0.0,0.1299511875318713,0
105,0.0,0.14044898264220795,0
106,0.0,0.12186253508479655,0
107,0.0,0.12630449499279467,0
108,0.0,0.1360181618250179,0
109,0.0,0.1278152742128022,0
110,0.0,0.13965770121524035,0
111,0.0,0.15412298541010527,0
112,0.0,0.13536872499134356,0
113,0.0,0.1871661008379208,0
114,0.0,0.16678480574129956,0
115,0.0,0.1367943053314294,0
116,0.0,0.13485389835262368,0
117,0.0,0.16868039701726517,0
118,0.0,0.16084445555889493,0
119,0.0,0.1594214849179939,0
120,0.0,0.1764893766210423,0
121,0.0,0.1259864370627985,0
122,0.0,0.17419788761220617,0
123,0.0,0.16059687453782978,0
124,0.0,0.13974168674805754,0
125,0.0,0.15030562647439288,0
126,0.0,0.17079968856827743,0
127,0.0,0.114221899122748,0
128,0.0,0.1724692045892962,0
129,0.0,0.005534647053432984,0
130,0.0,0.16685487062670934,0
131,0.0,0.16284779084330608,0
132,0.0,0.1660610707790977,0
133,0.0,0.14904628644690304,0
134,0.0,0.09820480336712933,0
135,0.0,0.12374432111598893,0
136,0.0,0.13613455713957895,0
137,0.0,0.12879286797061873,0
138,0.0,0.0352337268711691,0
139,0.0,0.154342373305019,0
140,0.0,0.15625406836179634,0
141,0.0,0.13846519308535027,0
142,0.0,0.17876792132432995,0
143,0.0,0.17650571827636125,0
144,0.0,-0.11972541229671962,1
145,0.0,-0.12143837654189948,1
146,0.0,-0.14014392078184335,1
147,0.0,-0.10099992465873975,1
148,0.0,-0.13423880822340384,1
149,0.0,-0.1357794529832298,1
150,0.0,-0.12824862255687852,1
151,0.0,-0.13071763436551076,1
152,0.0,-0.1286881924636688,1
153,0.0,-0.10720071195105751,1
154,0.0,-0.11986995392561683,1
155,0.0,-0.12351020753045905,1
156,0.0,-0.130554091778189,1
157,0.0,-0.14119290215608327,1
158,0.0,-0.11123822275167516,1
159,0.0,-0.12399165952007252,1
160,0.0,-0.10854462187210512,1
1,0.0,0.1684000661043793,0
2,0.0,0.1386320442269598,0
3,0.0,0.11614203271863227,0
4,0.0,0.12925493170659064,0
5,0.0,0.13061619835395238,0
6,0.0,0.12790040914541756,0
7,0.0,0.128025807673098,0
8,0.0,0.156277631035108,0
9,0.0,0.14162641959824523,0
10,0.0,0.1588053077247203,0
11,0.0,0.15388041726000878,0
12,0.0,0.12306504562982629,0
13,0.0,0.13721873869735973,0
14,0.0,0.13220804265892172,0
15,0.0,0.16361864928509356,0
16,0.0,0.13322983161219148,0
17,0.0,0.1881601279988615,0
18,0.0,0.17640122001250047,0
19,0.0,0.1758008090023394,0
20,0.0,0.1664658251066249,0
21,0.0,0.17119639429197514,0
22,0.0,0.16148388452463908,0
23,0.0,0.13512092458025127,0
24,0.0,0.18077961371729573,0
25,0.0,0.17963585135513455,0
26,0.0,0.14912433315312185,0
27,0.0,0.1745694157835581,0
28,0.0,0.12326224830347643,0
29,0.0,0.15206105167073353,0
30,0.0,0.16944879556585762,0
31,0.0,0.12123390848850468,0
32,0.0,0.15926287410449808,0
33,0.0,0.17798761889480713,0
34,0.0,0.15787698824598445,0
35,0.0,0.1473454293040261,0
36,0.0,0.15451617421932567,0
37,0.0,0.16604441325880165,0
38,0.0,0.13091502527689558,0
39,0.0,0.16238057696827257,0
40,0.0,0.17868759694221892,0
41,0.0,0.10840601516659476,0
42,0.0,0.17349609389570003,0
43,0.0,0.17244086186692803,0
44,0.0,0.1709635688086953,0
45,0.0,0.18120809481128708,0
46,0.0,0.16669249172656148,0
47,0.0,0.12135055516392634,0
48,0.0,0.15063731786375895,0
49,0.0,0.1550901433469425,0
50,0.0,0.14394385165805668,0
51,0.0,0.16269724790830653,0
52,0.0,0.15980990640791992,0
53,0.0,0.11848836009391472,0
54,0.0,0.16042388482432163,0
55,0.0,0.07076996831844207,0
56,0.0,0.19320453337534166,0
57,0.0,0.15594791721524592,0
58,0.0,0.17876875738592246,0
59,0.0,0.17672173512245526,0
60,0.0,0.16703565443984708,0
61,0.0,0.16418038188002698,0
62,0.0,0.1617463277963747,0
63,0.0,0.16994137500856898,0
64,0.0,0.1858826573813641,0
65,0.0,0.14288194749654431,0
66,0.0,0.1610478160869514,0
67,0.0,0.15107682405592604,0
68,0.0,0.16894839396628913,0
69,0.0,0.17605786425151987,0
70,0.0,0.14301116323555224,0
71,0.0,0.16176685585140355,0
72,0.0,0.16776817133763916,0
73,0.0,0.18014804239211862,0
74,0.0,0.1609972652642792,0
75,0.0,0.1717242950680341,0
76,0.0,0.12322983809906618,0
77,0.0,0.16354160831302006,0
78,0.0,0.16453453320599548,0
79,0.0,0.156350415955605,0
80,0.0,0.1578981266180411,0
81,0.0,0.17948948836035877,0
82,0.0,0.16380047420631189,0
83,0.0,0.17177357930702825,0
84,0.0,0.13051296031480603,0
85,0.0,0.1935953359427096,0
86,0.0,0.19670155279938728,0
87,0.0,0.1275004264131786,0
88,0.0,0.1902871200493344,0
89,0.0,0.17202546721685114,0
90,0.0,0.14687189694854852,0
91,0.0,0.16094268866102918,0
92,0.0,0.1455014609300399,0
93,0.0,0.16376589597040703,0
94,0.0,0.16342096118375482,0
95,0.0,0.1542019338752843,0
96,0.0,0.17476777952709172,0
97,0.0,0.15588668138368106,0
98,0.0,0.15084861712700431,0
99,0.0,0.20005284853313648,0
100,0.0,0.18887543396941592,0
101,0.0,0.15843797270524707,0
102,0.0,0.1859304505657169,0
103,0.0,0.10248414940292472,0
104,0.0,0.15678704384887932,0
105,0.0,0.17752514654290513,0
106,0.0,0.1291952767812956,0
107,0.0,0.17268690926292596,0
108,0.0,0.18803026832156827,0
109,0.0,0.19720816196400748,0
110,0.0,0.15531449051314672,0
111,0.0,0.1753489111974978,0
112,0.0,0.15775666031841762,0
113,0.0,0.1697925682387943,0
114,0.0,0.16458903893265142,0
115,0.0,0.13663235084394676,0
116,0.0,0.1439026979786473,0
117,0.0,0.17286883504812683,0
118,0.0,0.1688708866314862,0
119,0.0,0.1629638044081611,0
120,0.0,0.19549113794155243,0
121,0.0,0.15725266636961927,0
122,0.0,0.16191162723322694,0
123,0.0,0.18027053449821384,0
124,0.0,0.16317868161688526,0
125,0.0,0.1647090237264165,0
126,0.0,0.11303379445420658,0
127,0.0,0.17439591963918466,0
128,0.0,0.16211754635364334,0
129,0.0,0.16005589531485043,0
130,0.0,0.1708504093378419,0
131,0.0,0.15192004098230583,0
132,0.0,0.17204904645308988,0
133,0.0,0.17224299352319672,0
134,0.0,0.18539195496448901,0
135,0.0,0.1446416785271829,0
136,0.0,0.16091049271633395,0
137,0.0,0.15977234993035122,0
138,0.0,0.15241273510020614,0
139,0.0,0.16729697309946306,0
140,0.0,0.18316350020674388,0
141,0.0,0.16769976233291123,0
142,0.0,0.13875157075486522,0
143,0.0,0.16250711118428685,0
